"comparison","n_genes","n_concordant","pct_concordant","threshold_h","perm_null_mean_pct","perm_null_sd_pct","perm_p_value","n_permutations","n_perm_as_or_more_extreme","seed"
"Osmo_vs_Dex_vs_HS",64,23,35.9,4,19.4,4.75,0.0006999300069993,10000,6,42
