"Background_Strategy","Background_Description","Pair_Context","Background_Genes","dataset","category","term","number_of_genes","number_of_genes_in_background","p_value","fdr","description"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-5673001",40,271,0.000837996840706843,0.0236117933352104,"RAF/MAP kinase cascade"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-1852241",33,212,0.000923067343445409,0.0255086110102126,"Organelle biogenesis and maintenance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-1650814",14,63,0.000966036568688507,0.0260050746066873,"Collagen biosynthesis and modifying enzymes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-1474244",37,247,0.00097722618563752,0.0260050746066873,"Extracellular matrix organization"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-5633007",26,155,0.00102824013040865,0.0268651103163133,"Regulation of TP53 Activity"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-373752",7,20,0.0011208701915282,0.0282577274601056,"Netrin-1 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-70895",7,20,0.0011208701915282,0.0282577274601056,"Branched-chain amino acid catabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-8856825",19,101,0.00118631443381984,0.0293919627827434,"Cargo recognition for clathrin-mediated endocytosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-5684996",40,277,0.00128170107751234,0.0312170245489023,"MAPK1/MAPK3 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-525793",8,26,0.00130587071599716,0.0312756036481321,"Myogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-6798695",67,526,0.00136605809233485,0.0318153744062393,"Neutrophil degranulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-8953897",59,451,0.0013726883877431,0.0318153744062393,"Cellular responses to stimuli"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-5620912",18,96,0.00163991442083328,0.0374056670275781,"Anchoring of the basal body to the plasma membrane"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","RCTM","MMU-1638091",12,53,0.00183898359550466,0.0412909285428156,"Heparan sulfate/heparin (HS-GAG) metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP385",30,149,1.39923792895575e-05,0.00260258254785769,"Myometrial relaxation and contraction pathways"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP65",30,158,4.51489495137481e-05,0.00328600297665032,"Insulin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP544",14,49,5.61254969614268e-05,0.00328600297665032,"Exercise-induced circadian regulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP85",33,185,7.06667306806519e-05,0.00328600297665032,"Focal adhesion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP157",13,49,0.000233767226582292,0.00869614082886127,"Glycolysis and gluconeogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP4466",18,92,0.000986017247890952,0.0286298392889987,"Oxidative stress and redox pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP572",28,173,0.0011906038431358,0.0286298392889987,"EGFR1 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP3625",13,58,0.00133256010006315,0.0286298392889987,"Tyrobp causal network in microglia"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP1763",41,287,0.00138531480430639,0.0286298392889987,"Mechanisms associated with pluripotency"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP2841",44,316,0.00159383913956125,0.0296454079958393,"Focal adhesion: PI3K-Akt-mTOR signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP450",15,75,0.00200907839620565,0.0339716892449319,"IL-2 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"Dex","WikiPathways","WP539",19,107,0.00238572918853951,0.0369788024223624,"Wnt signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01100",516,1619,3.45409589968036e-17,1.25038271568429e-14,"Metabolic pathways"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04142",112,250,2.68977251602005e-14,4.8684882539963e-12,"Lysosome biogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04141",84,171,8.92318777516407e-14,1.0767313248698e-11,"Protein processing in endoplasmic reticulum"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05200",179,527,6.99522095098835e-09,6.33067496064445e-07,"Pathways in cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05165",124,341,1.96189138207092e-08,1.42040936061935e-06,"Human papillomavirus infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05206",68,159,2.97609024649344e-08,1.6312300463602e-06,"MicroRNAs in cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04110",66,153,3.15431224434293e-08,1.6312300463602e-06,"Cell cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04510",79,197,7.16434397999713e-08,3.2418656509487e-06,"Focal adhesion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05132",92,241,1.01059671463342e-07,4.06484456330332e-06,"Salmonella infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04140",67,162,1.7555041019847e-07,6.35492484918462e-06,"Autophagy - animal"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04010",106,292,2.24393926516498e-07,7.17424190674235e-06,"MAPK signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04151",125,358,2.37820173704166e-07,7.17424190674235e-06,"PI3K-Akt signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04933",46,99,2.7733550405278e-07,7.64291261822102e-06,"AGE-RAGE signaling pathway in diabetic complications"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04517",105,290,2.95582255953299e-07,7.64291261822102e-06,"IgSF CAM signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04371",57,133,3.46845532660462e-07,8.37053885487247e-06,"Apelin signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05205",76,194,3.82984424326762e-07,8.66502260039298e-06,"Proteoglycans in cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04350",49,110,5.63839473833289e-07,1.20064640898618e-05,"TGF-beta signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04390",63,155,8.33368871675822e-07,1.64047443313743e-05,"Hippo signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04218",67,168,8.61022492530695e-07,1.64047443313743e-05,"Cellular senescence"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04360",69,176,1.24625270669462e-06,2.25571739911726e-05,"Axon guidance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04071",53,125,1.3134023059143e-06,2.26405540352846e-05,"Sphingolipid signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04114",50,116,1.44629438135283e-06,2.36294364738554e-05,"Oocyte meiosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00514",25,44,1.50131778701291e-06,2.36294364738554e-05,"Other types of O-glycan biosynthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04666",41,89,1.59595194361172e-06,2.40722751494768e-05,"Fc gamma R-mediated phagosome formation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04810",83,227,3.16696824663252e-06,4.32947972157675e-05,"Regulation of actin cytoskeleton"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04144",90,251,3.19454394646755e-06,4.32947972157675e-05,"Endocytosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04520",40,88,3.22916995808211e-06,4.32947972157675e-05,"Adherens junction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04611",51,122,3.39997207324593e-06,4.39567818041081e-05,"Platelet activation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04928",48,113,3.82306251313947e-06,4.77223665433271e-05,"Parathyroid hormone synthesis, secretion and action"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04015",77,208,4.16310057430698e-06,5.02347469299709e-05,"Rap1 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04148",62,159,5.17194558928518e-06,6.03949775264915e-05,"Efferocytosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05163",85,237,5.84279073134169e-06,6.60965701483028e-05,"Human cytomegalovirus infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04072",58,147,6.71416069901305e-06,7.36523082740219e-05,"Phospholipase D signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04935",48,116,9.07641751689268e-06,9.46471310402603e-05,"Growth hormone synthesis, secretion and action"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04261",57,145,9.15096570831246e-06,9.46471310402603e-05,"Adrenergic signaling in cardiomyocytes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05135",52,130,1.24912850226888e-05,0.000125606810505927,"Yersinia infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04022",62,165,2.02509794818562e-05,0.000189592383603971,"cGMP-PKG signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04820",79,223,2.02969532479645e-05,0.000189592383603971,"Cytoskeleton in muscle cells"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01200",48,119,2.04256987860632e-05,0.000189592383603971,"Carbon metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04070",40,94,2.25843490926344e-05,0.000204388359288342,"Phosphatidylinositol signaling system"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu03083",36,82,2.52755169762038e-05,0.000223164320619165,"Polycomb repressive complex"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04310",64,173,2.64871228272e-05,0.0002282937729392,"Wnt signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04722",46,114,2.97468256043548e-05,0.00025042676439015,"Neurotrophin signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04914",39,92,3.15661400294888e-05,0.000259703242969885,"Progesterone-mediated oocyte maturation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04923",27,56,3.42531008600464e-05,0.000270916127861741,"Regulation of lipolysis in adipocytes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00541",13,19,3.44258063028732e-05,0.000270916127861741,"Biosynthesis of various nucleotide sugars"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04710",19,34,3.76287749028266e-05,0.000289821627974962,"Circadian rhythm"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04211",38,90,4.4090670306847e-05,0.000332517138564137,"Longevity regulating pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05203",69,193,4.71697424609796e-05,0.000348478505528053,"Viral carcinogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05230",31,69,5.26701400804876e-05,0.000380138024651391,"Central carbon metabolism in cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00512",18,32,5.35553570641462e-05,0.000380138024651391,"Mucin type O-glycan biosynthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04392",16,27,5.90969224287368e-05,0.000406632685440018,"Hippo signaling pathway - multiple species"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05161",59,160,5.95346196914944e-05,0.000406632685440018,"Hepatitis B"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04912",36,85,6.40473018785513e-05,0.000424345257867116,"GnRH signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04150",58,157,6.44723458085398e-05,0.000424345257867116,"mTOR signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04728",49,127,6.59713450190788e-05,0.000426457623159045,"Dopaminergic synapse"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05166",80,234,7.4170868578379e-05,0.000464355621749918,"Human T-cell leukemia virus 1 infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04916",39,95,7.4399519506893e-05,0.000464355621749918,"Melanogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05418",53,142,9.55966614929589e-05,0.000586542228143239,"Fluid shear stress and atherosclerosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04518",55,149,0.000100708244372977,0.000607606407716958,"Integrin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00310",28,62,0.000106798236231653,0.000633786254358336,"Lysine degradation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04145",91,276,0.000112740448984255,0.000658258750520972,"Phagocytosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04213",27,61,0.000212766754301221,0.00122256452471495,"Longevity regulating pathway - multiple species"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04062",63,181,0.000233502749000347,0.0013078512431574,"Chemokine signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05215",41,106,0.000234835167970251,0.0013078512431574,"Prostate cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04713",37,93,0.000240483557940661,0.00131474713462617,"Circadian entrainment"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01230",32,77,0.0002433371768507,0.00131474713462617,"Biosynthesis of amino acids"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05100",31,74,0.000254792854158872,0.00135639725302223,"Bacterial invasion of epithelial cells"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01250",19,38,0.000270500031717029,0.00140464165345249,"Biosynthesis of nucleotide sugars"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04530",57,161,0.000274466710298065,0.00140464165345249,"Tight junction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04066",42,110,0.000275496014903664,0.00140464165345249,"HIF-1 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04137",38,97,0.000289093229640585,0.00143565160154417,"Mitophagy - animal"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04926",47,127,0.000289509853350068,0.00143565160154417,"Relaxin signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04720",27,62,0.00029451389681203,0.00144073014386425,"Long-term potentiation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01522",36,91,0.000330119623902267,0.00159337738470161,"Endocrine resistance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04550",50,138,0.000339772058254654,0.00161838796168664,"Signaling pathways regulating pluripotency of stem cells"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04934",55,156,0.000391372402955824,0.00183995856974037,"Cushing syndrome"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00520",19,39,0.000413749633346122,0.00191129961274021,"Amino sugar and nucleotide sugar metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04921",52,146,0.00042127354057042,0.00191129961274021,"Oxytocin signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01524",32,79,0.000422386654749217,0.00191129961274021,"Platinum drug resistance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04014",75,228,0.000462373926710675,0.00206641186999092,"Ras signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05170",73,221,0.000476987720708893,0.00210572627922706,"Human immunodeficiency virus 1 infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04146",34,86,0.000483542110716207,0.0021089426997502,"Peroxisome"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04330",27,64,0.000544670592810086,0.002340299041111,"Notch signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01232",32,80,0.00054951773064761,0.002340299041111,"Nucleotide metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04725",41,110,0.000577683696444306,0.00240611481903086,"Cholinergic synapse"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04380",46,127,0.000578265163689737,0.00240611481903086,"Osteoclast differentiation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00051",18,37,0.000597029924730589,0.00245596400855083,"Fructose and mannose metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05225",58,169,0.00060432329434053,0.00245803407360979,"Hepatocellular carcinoma"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04152",45,125,0.000765258690477267,0.00307804051058634,"AMPK signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05417",68,207,0.000860579728764607,0.0034234050748658,"Lipid and atherosclerosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04931",40,109,0.000953406162080948,0.00375144598557938,"Insulin resistance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04922",37,99,0.000985198031689703,0.00383485685453411,"Glucagon signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04068",46,130,0.00102555685804185,0.00394948492139522,"FoxO signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04340",23,54,0.00116937243566038,0.00445592443904272,"Hedgehog signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05214",28,70,0.00118693945874514,0.0044757508756848,"Glioma"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00562",30,77,0.0013337216992996,0.00497739438295313,"Inositol phosphate metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05207",67,207,0.00143827376857124,0.00531280718594683,"Chemical carcinogenesis - receptor activation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05167",67,208,0.00164952482712441,0.00603159583251551,"Kaposi sarcoma-associated herpesvirus infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05211",26,65,0.00174926010822345,0.0063323215917689,"Renal cell carcinoma"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04925",35,95,0.00177414709769305,0.00635882425113745,"Aldosterone synthesis and secretion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu03013",40,113,0.00208580746964731,0.00736230886438421,"Nucleocytoplasmic transport"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu03250",23,56,0.00209480058848501,0.00736230886438421,"Viral life cycle - HIV-1"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04519",118,402,0.00213325651590228,0.00742537364189062,"Cadherin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04936",47,138,0.00224770855556689,0.00774924282966872,"Alcoholic liver disease"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05210",32,86,0.00227119266021214,0.00775633719808295,"Colorectal cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04668",41,117,0.00229363716028182,0.00775978179459831,"TNF signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04210",46,135,0.00245970951008133,0.00824458187638372,"Apoptosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04115",28,73,0.00249013610908966,0.0082699933164262,"p53 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04215",15,32,0.00268235241135624,0.00882737793555416,"Apoptosis - multiple species"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05152",55,168,0.00275439501756544,0.0089828017689972,"Tuberculosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00600",22,54,0.00292588581394197,0.00945688093434817,"Sphingolipid metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu01521",29,78,0.00360574795045657,0.0115511571510202,"EGFR tyrosine kinase inhibitor resistance"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04270",45,134,0.00372364850466969,0.011824217181495,"Vascular smooth muscle contraction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05222",33,92,0.00385731870835972,0.0121421684558802,"Small cell lung cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04915",44,131,0.00407881425179916,0.0127287134409594,"Estrogen signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04670",39,114,0.00463965633373428,0.0143551760069386,"Leukocyte transendothelial migration"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05142",35,100,0.00470134072036624,0.0144227571251913,"Chagas disease"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00510",22,56,0.00494706013091003,0.0150490400620961,"N-Glycan biosynthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05414",34,97,0.00514521651244267,0.0155214031458687,"Dilated cardiomyopathy"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04929",24,63,0.00541129773238329,0.0160564735993668,"GnRH secretion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05031",24,63,0.00541129773238329,0.0160564735993668,"Amphetamine addiction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04512",31,87,0.00558633326945432,0.0163823105171246,"ECM-receptor interaction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05169",66,214,0.00561162017713659,0.0163823105171246,"Epstein-Barr virus infection"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu03460",20,50,0.00568483330755068,0.0164632772586668,"Fanconi anemia pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04919",40,119,0.00588216873901313,0.0168995641549425,"Thyroid hormone signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05145",36,105,0.00610388242819819,0.0172726117950287,"Toxoplasmosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04540",30,84,0.00610744284465104,0.0172726117950287,"Gap junction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04024",66,215,0.00630132028181413,0.0176827747443156,"cAMP signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04625",37,109,0.00658754694331813,0.0183437845652397,"C-type lectin receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu03015",33,95,0.00674839669698647,0.0186482412542679,"mRNA surveillance pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05213",22,58,0.00800501570264447,0.0219531491239189,"Endometrial cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05022",129,461,0.0082449007889143,0.0224410081623081,"Pathways of neurodegeneration - multiple diseases"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00010",24,65,0.00845015028656345,0.0226589215091553,"Glycolysis / Gluconeogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04664",24,65,0.00845015028656345,0.0226589215091553,"Fc epsilon RI signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00564",34,100,0.00869226187278128,0.023052588792316,"Glycerophospholipid metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05212",26,72,0.00872432227775496,0.023052588792316,"Pancreatic cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05219",16,39,0.00965556012750117,0.0253283533779379,"Bladder cancer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu05412",29,83,0.00974148335255462,0.0253699062850703,"Arrhythmogenic right ventricular cardiomyopathy"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu04966",12,27,0.0116766031744402,0.0301923596367669,"Collecting duct acid secretion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","KEGG","mmu00532",10,21,0.0119136276987711,0.0305867604748591,"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
