"Background_Strategy","Background_Description","Pair_Context","Background_Genes","dataset","category","term","number_of_genes","number_of_genes_in_background","p_value","fdr","description"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2173789",18,37,0.000597029924730589,0.00621689856404243,"TGF-beta receptor signaling activates SMADs"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6811438",18,37,0.000597029924730589,0.00621689856404243,"Intra-Golgi traffic"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1280215",120,397,0.000611719811311966,0.00628664605111452,"Cytokine Signaling in Immune system"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1538133",11,18,0.000612477694611018,0.00628664605111452,"G0 and Early G1"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1793185",22,49,0.000628970092266783,0.00641014200416572,"Chondroitin sulfate/dermatan sulfate metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-111933",14,26,0.000666306160013191,0.0066956779855871,"Calmodulin induced events"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-111997",14,26,0.000666306160013191,0.0066956779855871,"CaM pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2682334",28,68,0.000692300552667513,0.00690858259849455,"EPH-Ephrin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2024096",12,21,0.000802973109276035,0.00795016095433995,"HS-GAG degradation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-166016",42,115,0.000807740778937809,0.00795016095433995,"Toll Like Receptor 4 (TLR4) Cascade"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1227986",21,47,0.000896950840541542,0.00876815209427344,"Signaling by ERBB2"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-112040",19,41,0.000904508302303889,0.00878228669196411,"G-protein mediated events"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-201722",13,24,0.000963810499727459,0.00929527307455275,"Formation of the beta-catenin:TCF transactivating complex"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-74752",31,79,0.000973372383214626,0.00932490743119612,"Signaling by Insulin receptor"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5673001",85,271,0.00108576445187155,0.0102447225786569,"RAF/MAP kinase cascade"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1489509",14,27,0.00109077422027453,0.0102447225786569,"DAG and IP3 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5218920",14,27,0.00109077422027453,0.0102447225786569,"VEGFR2 mediated vascular permeability"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5621575",11,19,0.00115110877501133,0.0107411903226706,"CD209 (DC-SIGN) signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-170822",15,30,0.00118444778458424,0.0109335384757485,"Regulation of Glucokinase by Glucokinase Regulatory Protein"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-204998",28,70,0.00118693945874514,0.0109335384757485,"Cell death signalling via NRAGE, NRIF and NADE"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013405",22,51,0.00121308217293976,0.0110241376371609,"RHOD GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3299685",16,33,0.00124782645403741,0.0110241376371609,"Detoxification of Reactive Oxygen Species"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-4085377",16,33,0.00124782645403741,0.0110241376371609,"SUMOylation of SUMOylation proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5673000",16,33,0.00124782645403741,0.0110241376371609,"RAF activation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-191859",21,48,0.0012504762942639,0.0110241376371609,"snRNP Assembly"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-194441",21,48,0.0012504762942639,0.0110241376371609,"Metabolism of non-coding RNA"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6811436",21,48,0.0012504762942639,0.0110241376371609,"COPI-independent Golgi-to-ER retrograde traffic"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-112043",17,36,0.00128490647875911,0.011190367333193,"PLC beta mediated events"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1222556",17,36,0.00128490647875911,0.011190367333193,"ROS and RNS production in phagocytes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1632852",43,121,0.00133125943828155,0.0114552084599437,"Macroautophagy"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9612973",43,121,0.00133125943828155,0.0114552084599437,"Autophagy"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8951664",72,225,0.00138613442055263,0.0118563997757984,"Neddylation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013418",12,22,0.00139613002269201,0.0118712357550794,"RHOBTB2 GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5684996",86,277,0.00142918272424987,0.0120807974985121,"MAPK1/MAPK3 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2995383",10,17,0.00164857513711581,0.0138538156259381,"Initiation of Nuclear Envelope (NE) Reformation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2173793",19,43,0.00182484163718921,0.0148431902038397,"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-193704",32,85,0.00182502587858789,0.0148431902038397,"p75 NTR receptor-mediated signalling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-168928",16,34,0.00185529790599598,0.0148431902038397,"DDX58/IFIH1-mediated induction of interferon-alpha/beta"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8854214",16,34,0.00185529790599598,0.0148431902038397,"TBC/RABGAPs"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9706574",16,34,0.00185529790599598,0.0148431902038397,"RHOBTB GTPase Cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1433557",18,40,0.001857515141675,0.0148431902038397,"Signaling by SCF-KIT"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-159231",18,40,0.001857515141675,0.0148431902038397,"Transport of Mature mRNA Derived from an Intronless Transcript"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8853659",18,40,0.001857515141675,0.0148431902038397,"RET signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3232142",17,37,0.00186960154968335,0.0148431902038397,"SUMOylation of ubiquitinylation proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3928665",17,37,0.00186960154968335,0.0148431902038397,"EPH-ephrin mediated repulsion of cells"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-453274",59,180,0.00192248183825554,0.0151791560526,"Mitotic G2-G2/M phases"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-446193",28,72,0.00196191587852953,0.0154058640297647,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-389513",11,20,0.00202552822341846,0.0156488390164104,"CTLA4 inhibitory signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-70895",11,20,0.00202552822341846,0.0156488390164104,"Branched-chain amino acid catabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9603798",11,20,0.00202552822341846,0.0156488390164104,"Class I peroxisomal membrane protein import"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8876198",33,89,0.0020925444498711,0.0160801410399186,"RAB GEFs exchange GTP for GDP on RABs"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1638091",22,53,0.00221026925241985,0.0168944516794007,"Heparan sulfate/heparin (HS-GAG) metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6811558",37,103,0.00224062780408129,0.0170358844151577,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9033241",26,66,0.00225963342837711,0.0170874547263081,"Peroxisomal protein import"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1500931",32,86,0.00227119266021214,0.0170874547263081,"Cell-Cell communication"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8864260",12,23,0.00230840307185263,0.017276954240897,"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-69275",58,178,0.00242761256387105,0.0180750220429155,"G2/M Transition"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-216083",28,73,0.00249013610908966,0.0183503876346761,"Integrin cell surface interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013408",28,73,0.00249013610908966,0.0183503876346761,"RHOG GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-159234",18,41,0.00260334658118282,0.0190867808018353,"Transport of Mature mRNAs Derived from Intronless Transcripts"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-4641262",14,29,0.00262404476826147,0.0191408747816839,"Disassembly of the destruction complex and recruitment of AXIN to the membrane"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5663213",15,32,0.00268235241135624,0.0194112666026767,"RHO GTPases Activate WASPs and WAVEs"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1236973",6,8,0.0027556704154113,0.0194112666026767,"Cross-presentation of particulate exogenous antigens (phagosomes)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1663150",6,8,0.0027556704154113,0.0194112666026767,"The activation of arylsulfatases"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2514853",6,8,0.0027556704154113,0.0194112666026767,"Condensation of Prometaphase Chromosomes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5621480",6,8,0.0027556704154113,0.0194112666026767,"Dectin-2 family"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5625900",6,8,0.0027556704154113,0.0194112666026767,"RHO GTPases activate CIT"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9017802",6,8,0.0027556704154113,0.0194112666026767,"Noncanonical activation of NOTCH3"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-166520",29,77,0.00289499626946829,0.0202932177523216,"Signaling by NTRKs"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-197264",10,18,0.00294369694024681,0.0205344296268673,"Nicotinamide salvaging"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-187037",25,64,0.00310971415438602,0.0215877257963899,"Signaling by NTRK1 (TRKA)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5676934",5,6,0.00320348237905565,0.0221317508591489,"Protein repair"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2022090",20,48,0.00326913634303992,0.022477267583485,"Assembly of collagen fibrils and other multimeric structures"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-449147",80,262,0.00336018290439029,0.0229932515886135,"Signaling by Interleukins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3214841",19,45,0.00343244794986348,0.0233764346158949,"PKMTs methylate histone lysines"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6807878",34,95,0.00353330618218592,0.0239498159613263,"COPI-mediated anterograde transport"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-211000",18,42,0.00358324326493227,0.0241742749845431,"Gene Silencing by RNA"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9711123",52,159,0.00361125769049167,0.0242494266412922,"Cellular response to chemical stress"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-69273",12,24,0.00365299564397777,0.0244156034437026,"Cyclin A/B1/B2 associated events during G2/M transition"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3858494",43,127,0.00380398965826692,0.0252698607466617,"Beta-catenin independent WNT signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-499943",13,27,0.0038159775796977,0.0252698607466617,"Interconversion of nucleotide di- and triphosphates"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-418597",15,33,0.00387779070912192,0.0253675708606495,"G alpha (z) signalling events"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2424491",14,30,0.00388369212897904,0.0253675708606495,"DAP12 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-77387",14,30,0.00388369212897904,0.0253675708606495,"Insulin receptor recycling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-453279",44,131,0.00407881425179916,0.0265215207232371,"Mitotic G1 phase and G1/S transition"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-166166",34,96,0.00427538662797962,0.0270129667582985,"MyD88-independent TLR4 cascade"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-937061",34,96,0.00427538662797962,0.0270129667582985,"TRIF(TICAM1)-mediated TLR4 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-111931",9,16,0.00428598219964653,0.0270129667582985,"PKA-mediated phosphorylation of CREB"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-163615",9,16,0.00428598219964653,0.0270129667582985,"PKA activation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2243919",9,16,0.00428598219964653,0.0270129667582985,"Crosslinking of collagen fibrils"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-399956",9,16,0.00428598219964653,0.0270129667582985,"CRMPs in Sema3A signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-438064",9,16,0.00428598219964653,0.0270129667582985,"Post NMDA receptor activation events"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-163685",29,79,0.00445859901770128,0.0279781955826932,"Integration of energy metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-4086398",19,46,0.00459774057497672,0.028725883505398,"Ca2+ pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-202733",33,93,0.0046739216171439,0.0289352785356525,"Cell surface interactions at the vascular wall"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1251985",7,11,0.0047523015718797,0.0289352785356525,"Nuclear signaling by ERBB4"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-198323",7,11,0.0047523015718797,0.0289352785356525,"AKT phosphorylates targets in the cytosol"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-416572",7,11,0.0047523015718797,0.0289352785356525,"Sema4D induced cell migration and growth-cone collapse"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-73929",7,11,0.0047523015718797,0.0289352785356525,"Base-Excision Repair, AP Site Formation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8851805",7,11,0.0047523015718797,0.0289352785356525,"MET activates RAS signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5357801",44,132,0.00477220668959613,0.0289352785356525,"Programmed Cell Death"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5357769",10,19,0.00493546156828621,0.029799404511039,"Caspase activation via extrinsic apoptotic signalling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-442755",16,37,0.00529970648105873,0.0317319925553391,"Activation of NMDA receptors and postsynaptic events"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5173214",16,37,0.00529970648105873,0.0317319925553391,"O-glycosylation of TSR domain-containing proteins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1236394",15,34,0.00547449555369502,0.0324893200913696,"Signaling by ERBB4"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-432720",15,34,0.00547449555369502,0.0324893200913696,"Lysosome Vesicle Biogenesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1971475",12,25,0.00556184602816766,0.0324893200913696,"A tetrasaccharide linker sequence is required for GAG synthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-392451",12,25,0.00556184602816766,0.0324893200913696,"G beta:gamma signalling through PI3Kgamma"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-8953750",12,25,0.00556184602816766,0.0324893200913696,"Transcriptional Regulation by E2F6"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9674555",12,25,0.00556184602816766,0.0324893200913696,"Signaling by CSF3 (G-CSF)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-445355",14,31,0.00559311890573727,0.032539724160099,"Smooth Muscle Contraction"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-109581",35,101,0.00562252022095587,0.0325788772480387,"Apoptosis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-159236",26,70,0.00574763820716854,0.0331701048341414,"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-190236",28,77,0.00597383560731634,0.0343376070708543,"Signaling by FGFR"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1433559",8,14,0.00625245857434713,0.0353731613044757,"Regulation of KIT signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-170670",8,14,0.00625245857434713,0.0353731613044757,"Adenylate cyclase inhibitory pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-189451",8,14,0.00625245857434713,0.0353731613044757,"Heme biosynthesis"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-202131",8,14,0.00625245857434713,0.0353731613044757,"Metabolism of nitric oxide: NOS3 activation and regulation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-913709",22,57,0.00632593406226641,0.0356484990097131,"O-linked glycosylation of mucins"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-69231",18,44,0.00645956985264573,0.0361182952461164,"Cyclin D associated events in G1"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-69236",18,44,0.00645956985264573,0.0361182952461164,"G1 Phase"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-110357",6,9,0.00664647719145576,0.0367345681696997,"Displacement of DNA glycosylase by APEX1"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-389887",6,9,0.00664647719145576,0.0367345681696997,"Beta-oxidation of pristanoyl-CoA"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-71384",6,9,0.00664647719145576,0.0367345681696997,"Ethanol oxidation"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-3928662",16,38,0.00721812702816849,0.0397411821435943,"EPHB-mediated forward signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-877300",9,17,0.00725306514499358,0.0397811244784571,"Interferon gamma signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-193648",20,51,0.00735319858173756,0.040176982364855,"NRAGE signals death through JNK"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-6791312",15,35,0.00756189095017757,0.0411607473310802,"TP53 Regulates Transcription of Cell Cycle Genes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-373760",25,68,0.00775164889395086,0.0420344130588958,"L1CAM interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5627123",10,20,0.00784539491315396,0.0420728265457492,"RHO GTPases activate PAKs"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-352230",14,32,0.00785704840136695,0.0420728265457492,"Amino acid transport across the plasma membrane"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9607240",14,32,0.00785704840136695,0.0420728265457492,"FLT3 Signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5693532",45,139,0.0078764857486676,0.0420728265457492,"DNA Double-Strand Break Repair"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5357905",19,48,0.00790512398563137,0.0420728265457492,"Regulation of TNFR1 signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9013406",22,58,0.00800501570264447,0.0424472603863472,"RHOQ GTPase cycle"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2871809",13,29,0.00807635050047238,0.0426680723131574,"FCERI mediated Ca+2 mobilization"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1855204",12,26,0.00818299179899911,0.0429159095443858,"Synthesis of IP3 and IP4 in the cytosol"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2173795",12,26,0.00818299179899911,0.0429159095443858,"Downregulation of SMAD2/3:SMAD4 transcriptional activity"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-72203",80,271,0.00859570804092978,0.0449164816538767,"Processing of Capped Intron-Containing Pre-mRNA"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-5675221",17,42,0.00906434353319663,0.0468686829859576,"Negative regulation of MAPK pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-1655829",5,7,0.00906714952685889,0.0468686829859576,"Regulation of cholesterol biosynthesis by SREBP (SREBF)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-9759218",5,7,0.00906714952685889,0.0468686829859576,"Cobalamin (Cbl) metabolism"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-210990",7,12,0.00913858275259688,0.0470686143924076,"PECAM1 interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-422356",23,62,0.00920806396087108,0.0472570996848991,"Regulation of insulin secretion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","RCTM","MMU-2172127",16,39,0.00965556012750117,0.049377366203627,"DAP12 interactions"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP572",73,173,1.86284326515333e-08,2.21413761124855e-06,"EGFR1 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP3625",33,58,3.08944836269429e-08,2.21413761124855e-06,"Tyrobp causal network in microglia"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP447",59,132,3.57118969556217e-08,2.21413761124855e-06,"Adipogenesis genes"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP3626",25,41,2.31348562691505e-07,1.0757708165155e-05,"Microglia pathogen phagocytosis pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP1763",102,287,1.17271588819419e-06,4.3625031040824e-05,"Mechanisms associated with pluripotency"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP151",33,67,2.64166180899243e-06,7.0192728067513e-05,"IL-5 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP407",33,67,2.64166180899243e-06,7.0192728067513e-05,"Kit receptor signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP2573",34,71,4.18003189462663e-06,9.71857415500691e-05,"Primary focal segmental glomerulosclerosis (FSGS)"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP488",32,66,5.71268205761122e-06,0.000118062095857299,"Alpha 6 beta 4 integrin signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP65",61,158,8.874722173594e-06,0.000154659133427156,"Insulin signaling"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP297",23,42,9.14650789085331e-06,0.000154659133427156,"IL-7 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP373",42,98,1.15393683576554e-05,0.000178860209543658,"IL-3 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP85",68,185,1.92755706494556e-05,0.000275788933907595,"Focal adhesion"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP450",33,75,5.12732689601336e-05,0.000681202001898918,"IL-2 signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP2292",63,174,6.4210750313052e-05,0.000772486430373575,"Chemokine signaling pathway"
"all_mouse","All mouse genes mapped to STRING","All_pairs",21840,"HS","WikiPathways","WP544",24,49,6.70982085419608e-05,0.000772486430373575,"Exercise-induced circadian regulation"
